,Time,Wate,Action,Reward
144,145.0,5.0,24,10
145,146.0,7.0,24,10
146,147.0,9.0,8,10
147,148.0,11.0,24,10
148,149.0,13.0,16,10
149,150.0,15.0,48,10
150,151.0,17.0,16,10
151,152.0,19.0,32,10
152,153.0,22.0,52,10
153,154.0,25.0,16,10
154,155.0,28.0,48,10
155,156.0,31.0,32,10
156,157.0,34.0,32,10
157,158.0,37.0,52,10
158,159.0,40.0,64,10
159,160.0,43.0,32,10
160,161.0,46.0,24,10
161,162.0,49.0,52,10
162,163.0,52.0,52,10
163,164.0,55.0,52,10
164,165.0,58.0,52,10
165,166.0,61.0,8,10
166,167.0,37.0,24,10
167,168.0,16.0,8,10
168,169.0,0.0,64,10
169,170.0,0.0,24,10
170,171.0,0.0,48,10
171,172.0,0.0,16,10
172,173.0,0.0,8,10
173,174.0,0.0,48,10
174,175.0,0.0,24,10
175,176.0,0.0,24,10
176,177.0,0.0,64,10
177,178.0,1.0,8,10
178,179.0,2.0,24,10
179,180.0,3.0,64,10
180,181.0,4.0,24,10
181,182.0,5.0,8,10
182,183.0,6.0,64,10
183,184.0,7.0,16,10
184,185.0,8.0,52,10
185,186.0,9.0,52,10
186,187.0,11.0,48,10
187,188.0,13.0,8,10
188,189.0,15.0,8,10
189,190.0,17.0,32,10
190,191.0,19.0,16,10
191,192.0,22.0,16,10
192,193.0,25.0,52,10
193,194.0,29.0,16,10
194,195.0,33.0,52,10
195,196.0,37.0,24,10
196,197.0,41.0,16,10
197,198.0,45.0,24,10
198,199.0,50.0,16,10
199,200.0,55.0,32,10
200,201.0,61.0,52,10
201,202.0,67.0,8,10
202,203.0,73.0,16,10
203,204.0,80.0,8,10
204,205.0,88.0,64,10
205,206.0,97.0,8,10
206,207.0,106.0,32,10
207,208.0,115.0,16,10
208,209.0,124.0,8,10
209,210.0,133.0,64,10
210,211.0,143.0,16,10
211,212.0,154.0,16,10
212,213.0,165.0,16,10
213,214.0,176.0,24,10
214,215.0,188.0,48,10
215,216.0,200.0,52,-10
216,217.0,200.0,48,-10
217,218.0,207.0,52,5
218,219.0,215.0,8,5
219,220.0,223.0,52,5
220,221.0,188.0,16,10
221,222.0,160.0,24,10
222,223.0,135.0,16,10
223,224.0,110.0,64,10
224,225.0,88.0,48,10
225,226.0,66.0,8,10
226,227.0,69.0,64,10
227,228.0,47.0,24,10
228,229.0,24.0,52,10
229,230.0,0.0,8,10
230,231.0,1.0,16,10
231,232.0,2.0,48,10
232,233.0,3.0,52,10
233,234.0,5.0,52,10
234,235.0,7.0,48,10
235,236.0,9.0,64,10
236,237.0,11.0,24,10
237,238.0,13.0,32,10
238,239.0,16.0,64,10
239,240.0,19.0,24,10
240,241.0,22.0,24,10
241,242.0,25.0,52,10
242,243.0,28.0,8,10
243,244.0,31.0,48,10
244,245.0,34.0,8,10
245,246.0,37.0,64,10
246,247.0,40.0,8,10
247,248.0,43.0,52,10
248,249.0,46.0,24,10
249,250.0,49.0,48,10
250,251.0,52.0,8,10
251,252.0,55.0,24,10
252,253.0,59.0,52,10
253,254.0,63.0,8,10
254,255.0,68.0,48,10
255,256.0,73.0,32,10
256,257.0,78.0,24,10
257,258.0,83.0,52,10
258,259.0,88.0,52,10
259,260.0,93.0,8,10
260,261.0,98.0,64,10
261,262.0,103.0,32,10
262,263.0,108.0,32,10
263,264.0,113.0,64,10
264,265.0,118.0,52,10
265,266.0,123.0,16,10
266,267.0,128.0,64,10
267,268.0,133.0,16,10
268,269.0,138.0,8,10
269,270.0,144.0,52,10
270,271.0,150.0,64,10
271,272.0,156.0,32,10
272,273.0,163.0,52,10
273,274.0,148.0,48,10
274,275.0,88.0,16,10
275,276.0,42.0,64,10
276,277.0,0.0,16,10
277,278.0,0.0,52,10
278,279.0,0.0,64,10
279,280.0,1.0,16,10
280,281.0,2.0,24,10
281,282.0,4.0,24,10
282,283.0,6.0,64,10
283,284.0,8.0,24,10
284,285.0,10.0,8,10
285,286.0,12.0,8,10
286,287.0,14.0,52,10
287,288.0,17.0,32,10
288,289.0,20.0,24,10
289,290.0,24.0,16,10
290,291.0,29.0,24,10
291,292.0,34.0,24,10
292,293.0,40.0,24,10
293,294.0,47.0,64,10
294,295.0,54.0,48,10
295,296.0,58.0,24,10
296,297.0,47.0,64,10
297,298.0,45.0,8,10
298,299.0,50.0,32,10
299,300.0,56.0,64,10
300,301.0,63.0,32,10
301,302.0,70.0,48,10
302,303.0,78.0,48,10
303,304.0,80.0,48,10
304,305.0,87.0,16,10
305,306.0,94.0,32,10
306,307.0,102.0,32,10
307,308.0,110.0,16,10
308,309.0,118.0,16,10
309,310.0,126.0,48,10
310,311.0,134.0,8,10
311,312.0,142.0,32,10
312,313.0,151.0,24,10
313,314.0,160.0,52,10
314,315.0,169.0,52,10
315,316.0,179.0,48,10
316,317.0,189.0,24,10
317,318.0,196.0,64,10
318,319.0,205.0,52,5
319,320.0,214.0,52,5
320,321.0,223.0,8,5
321,322.0,233.0,16,5
322,323.0,244.0,48,5
323,324.0,255.0,32,5
324,325.0,266.0,52,5
325,326.0,278.0,48,5
326,327.0,290.0,24,5
327,328.0,290.0,32,5
328,329.0,247.0,64,5
329,330.0,204.0,52,5
330,331.0,173.0,8,10
331,332.0,142.0,32,10
332,333.0,147.0,32,10
333,334.0,116.0,64,10
334,335.0,86.0,52,10
335,336.0,57.0,8,10
336,337.0,30.0,24,10
337,338.0,7.0,24,10
338,339.0,9.0,16,10
339,340.0,12.0,64,10
340,341.0,15.0,24,10
341,342.0,18.0,64,10
342,343.0,21.0,8,10
343,344.0,25.0,48,10
344,345.0,29.0,16,10
345,346.0,33.0,52,10
346,347.0,37.0,48,10
347,348.0,41.0,52,10
348,349.0,45.0,52,10
349,350.0,49.0,16,10
350,351.0,53.0,48,10
351,352.0,57.0,52,10
352,353.0,61.0,24,10
353,354.0,65.0,24,10
354,355.0,69.0,48,10
355,356.0,73.0,24,10
356,357.0,77.0,16,10
357,358.0,81.0,8,10
358,359.0,85.0,16,10
359,360.0,89.0,16,10
360,361.0,94.0,16,10
361,362.0,99.0,16,10
362,363.0,104.0,24,10
363,364.0,109.0,32,10
364,365.0,114.0,24,10
365,366.0,120.0,32,10
366,367.0,126.0,8,10
367,368.0,132.0,52,10
368,369.0,138.0,8,10
369,370.0,145.0,8,10
370,371.0,152.0,32,10
371,372.0,159.0,48,10
372,373.0,166.0,52,10
373,374.0,173.0,8,10
374,375.0,180.0,8,10
375,376.0,188.0,8,10
376,377.0,196.0,24,10
377,378.0,204.0,24,5
378,379.0,212.0,32,5
379,380.0,221.0,16,5
380,381.0,230.0,52,5
381,382.0,193.0,48,10
382,383.0,128.0,24,10
383,384.0,70.0,8,10
384,385.0,16.0,8,10
385,386.0,8.0,32,10
386,387.0,2.0,24,10
387,388.0,0.0,52,10
388,389.0,0.0,48,10
389,390.0,0.0,24,10
390,391.0,0.0,16,10
391,392.0,0.0,52,10
392,393.0,1.0,24,10
393,394.0,2.0,52,10
394,395.0,4.0,48,10
395,396.0,6.0,24,10
396,397.0,9.0,64,10
397,398.0,12.0,48,10
398,399.0,15.0,8,10
399,400.0,19.0,8,10
400,401.0,23.0,16,10
401,402.0,27.0,48,10
402,403.0,31.0,48,10
403,404.0,36.0,48,10
404,405.0,41.0,64,10
405,406.0,47.0,24,10
406,407.0,54.0,52,10
407,408.0,61.0,8,10
408,409.0,68.0,64,10
409,410.0,77.0,64,10
410,411.0,87.0,48,10
411,412.0,98.0,16,10
412,413.0,109.0,32,10
413,414.0,120.0,8,10
414,415.0,132.0,16,10
415,416.0,145.0,8,10
416,417.0,159.0,64,10
417,418.0,173.0,48,10
418,419.0,188.0,32,10
419,420.0,204.0,32,5
420,421.0,220.0,32,5
421,422.0,236.0,8,5
422,423.0,253.0,64,5
423,424.0,270.0,64,5
424,425.0,287.0,64,5
425,426.0,304.0,24,5
426,427.0,321.0,16,5
427,428.0,338.0,32,5
428,429.0,355.0,64,5
429,430.0,372.0,16,5
430,431.0,389.0,8,5
431,432.0,406.0,16,5
432,433.0,424.0,52,5
433,434.0,442.0,64,5
434,435.0,460.0,24,5
435,436.0,480.0,24,5
436,437.0,455.0,48,5
437,438.0,427.0,8,5
438,439.0,401.0,24,5
439,440.0,376.0,48,5
440,441.0,353.0,8,5
441,442.0,334.0,64,5
442,443.0,315.0,32,5
443,444.0,329.0,16,5
444,445.0,313.0,52,5
445,446.0,298.0,32,5
446,447.0,310.0,48,5
447,448.0,322.0,64,5
448,449.0,334.0,16,5
449,450.0,346.0,64,5
450,451.0,358.0,52,5
451,452.0,370.0,64,5
452,453.0,382.0,16,5
453,454.0,394.0,8,5
454,455.0,406.0,48,5
455,456.0,418.0,24,5
456,457.0,430.0,24,5
457,458.0,442.0,52,5
458,459.0,454.0,48,5
459,460.0,466.0,24,5
460,461.0,478.0,64,5
461,462.0,490.0,32,5
462,463.0,502.0,48,-1
463,464.0,514.0,64,-1
464,465.0,526.0,24,-1
465,466.0,538.0,16,-1
466,467.0,550.0,48,-1
467,468.0,562.0,48,-1
468,469.0,574.0,32,-1
469,470.0,586.0,32,-1
470,471.0,598.0,8,-1
471,472.0,610.0,48,-1
472,473.0,622.0,16,-1
473,474.0,634.0,24,-1
474,475.0,646.0,24,-1
475,476.0,658.0,48,-1
476,477.0,670.0,24,-1
477,478.0,682.0,8,-1
478,479.0,694.0,16,-1
479,480.0,706.0,16,-1
480,481.0,718.0,48,-1
481,482.0,730.0,16,-1
482,483.0,742.0,24,-1
483,484.0,754.0,48,-1
484,485.0,766.0,52,-1
485,486.0,778.0,16,-1
486,487.0,790.0,48,-1
487,488.0,802.0,16,-1
488,489.0,814.0,32,-1
489,490.0,742.0,8,-1
490,491.0,621.0,16,-1
491,492.0,501.0,64,-1
492,493.0,429.0,24,5
493,494.0,358.0,16,5
494,495.0,288.0,48,5
495,496.0,219.0,48,5
496,497.0,152.0,64,10
497,498.0,94.0,48,10
498,499.0,37.0,64,10
499,500.0,44.0,52,10
500,501.0,52.0,64,10
501,502.0,60.0,64,10
502,503.0,68.0,24,10
503,504.0,76.0,24,10
504,505.0,85.0,24,10
505,506.0,94.0,48,10
506,507.0,103.0,32,10
507,508.0,112.0,16,10
508,509.0,121.0,24,10
509,510.0,130.0,48,10
510,511.0,139.0,16,10
511,512.0,148.0,8,10
512,513.0,157.0,24,10
513,514.0,166.0,8,10
514,515.0,175.0,8,10
515,516.0,185.0,32,10
516,517.0,194.0,8,10
517,518.0,202.0,8,5
518,519.0,211.0,32,5
519,520.0,220.0,64,5
520,521.0,229.0,16,5
521,522.0,238.0,64,5
522,523.0,247.0,16,5
523,524.0,256.0,24,5
524,525.0,265.0,52,5
525,526.0,274.0,24,5
526,527.0,283.0,32,5
527,528.0,292.0,48,5
528,529.0,301.0,32,5
529,530.0,310.0,24,5
530,531.0,319.0,8,5
531,532.0,328.0,16,5
532,533.0,338.0,52,5
533,534.0,348.0,52,5
534,535.0,358.0,24,5
535,536.0,369.0,8,5
536,537.0,380.0,48,5
537,538.0,391.0,8,5
538,539.0,402.0,24,5
539,540.0,413.0,8,5
540,541.0,424.0,52,5
541,542.0,437.0,52,5
542,543.0,451.0,8,5
543,544.0,465.0,24,5
544,545.0,424.0,52,5
545,546.0,370.0,24,5
546,547.0,317.0,16,5
547,548.0,271.0,52,5
548,549.0,283.0,8,5
549,550.0,242.0,32,5
550,551.0,200.0,52,-10
551,552.0,158.0,32,10
552,553.0,115.0,52,10
553,554.0,75.0,52,10
554,555.0,84.0,64,10
555,556.0,94.0,16,10
556,557.0,104.0,24,10
557,558.0,115.0,64,10
558,559.0,126.0,64,10
559,560.0,137.0,48,10
560,561.0,149.0,52,10
561,562.0,162.0,16,10
562,563.0,175.0,24,10
563,564.0,188.0,16,10
564,565.0,202.0,24,5
565,566.0,216.0,52,5
566,567.0,231.0,8,5
567,568.0,246.0,48,5
568,569.0,262.0,24,5
569,570.0,279.0,48,5
570,571.0,297.0,48,5
571,572.0,315.0,24,5
572,573.0,334.0,52,5
573,574.0,354.0,48,5
574,575.0,374.0,8,5
575,576.0,395.0,8,5
576,577.0,417.0,32,5
577,578.0,439.0,64,5
578,579.0,461.0,64,5
579,580.0,483.0,24,5
580,581.0,505.0,32,-1
581,582.0,527.0,48,-1
582,583.0,549.0,52,-1
583,584.0,571.0,52,-1
584,585.0,593.0,48,-1
585,586.0,615.0,16,-1
586,587.0,637.0,8,-1
587,588.0,659.0,48,-1
588,589.0,681.0,16,-1
589,590.0,703.0,16,-1
590,591.0,725.0,48,-1
591,592.0,747.0,16,-1
592,593.0,769.0,52,-1
593,594.0,791.0,64,-1
594,595.0,813.0,24,-1
595,596.0,835.0,48,-1
596,597.0,857.0,32,-1
597,598.0,822.0,16,-1
598,599.0,731.0,52,-1
599,600.0,640.0,52,-1
600,601.0,548.0,8,-1
601,602.0,509.0,52,-1
602,603.0,473.0,48,5
603,604.0,437.0,32,5
604,605.0,449.0,16,5
605,606.0,413.0,48,5
606,607.0,378.0,32,5
607,608.0,343.0,52,5
608,609.0,354.0,8,5
609,610.0,366.0,48,5
610,611.0,379.0,32,5
611,612.0,393.0,48,5
612,613.0,407.0,52,5
613,614.0,423.0,48,5
614,615.0,437.0,52,5
615,616.0,453.0,52,5
616,617.0,470.0,48,5
617,618.0,488.0,48,5
618,619.0,506.0,64,-1
619,620.0,525.0,32,-1
620,621.0,544.0,24,-1
621,622.0,563.0,32,-1
622,623.0,582.0,64,-1
623,624.0,601.0,52,-1
624,625.0,620.0,8,-1
625,626.0,639.0,16,-1
626,627.0,658.0,52,-1
627,628.0,677.0,52,-1
628,629.0,696.0,8,-1
629,630.0,715.0,24,-1
630,631.0,734.0,16,-1
631,632.0,753.0,64,-1
632,633.0,772.0,32,-1
633,634.0,791.0,24,-1
634,635.0,810.0,16,-1
635,636.0,829.0,8,-1
636,637.0,848.0,24,-1
637,638.0,867.0,48,-1
638,639.0,886.0,16,-1
639,640.0,905.0,32,-1
640,641.0,924.0,52,-1
641,642.0,943.0,48,-1
642,643.0,962.0,32,-1
643,644.0,981.0,64,-1
644,645.0,1000.0,24,-1
645,646.0,1019.0,52,-1
646,647.0,1038.0,8,-1
647,648.0,1057.0,8,-1
648,649.0,1076.0,64,-1
649,650.0,1095.0,24,-1
650,651.0,1114.0,32,-1
651,652.0,1133.0,24,-1
652,653.0,1152.0,24,-1
653,654.0,1081.0,8,-1
654,655.0,1010.0,16,-1
655,656.0,939.0,48,-1
656,657.0,868.0,8,-1
657,658.0,796.0,48,-1
658,659.0,725.0,8,-1
659,660.0,654.0,8,-1
660,661.0,669.0,8,-1
661,662.0,597.0,52,-1
662,663.0,611.0,64,-1
663,664.0,537.0,48,-1
664,665.0,543.0,64,-1
665,666.0,555.0,32,-1
666,667.0,567.0,52,-1
667,668.0,579.0,8,-1
668,669.0,591.0,8,-1
669,670.0,603.0,8,-1
670,671.0,615.0,24,-1
671,672.0,627.0,32,-1
672,673.0,639.0,8,-1
673,674.0,651.0,52,-1
674,675.0,663.0,16,-1
675,676.0,675.0,48,-1
676,677.0,687.0,52,-1
677,678.0,699.0,48,-1
678,679.0,711.0,8,-1
679,680.0,723.0,52,-1
680,681.0,735.0,64,-1
681,682.0,747.0,64,-1
682,683.0,759.0,8,-1
683,684.0,771.0,52,-1
684,685.0,783.0,16,-1
685,686.0,795.0,52,-1
686,687.0,807.0,52,-1
687,688.0,819.0,32,-1
688,689.0,831.0,64,-1
689,690.0,843.0,48,-1
690,691.0,855.0,52,-1
691,692.0,867.0,32,-1
692,693.0,879.0,8,-1
693,694.0,891.0,52,-1
694,695.0,903.0,32,-1
695,696.0,915.0,64,-1
696,697.0,927.0,16,-1
697,698.0,939.0,48,-1
698,699.0,951.0,16,-1
699,700.0,963.0,48,-1
700,701.0,975.0,48,-1
701,702.0,987.0,48,-1
702,703.0,999.0,24,-1
703,704.0,1011.0,32,-1
704,705.0,1023.0,48,-1
705,706.0,1035.0,48,-1
706,707.0,997.0,16,-1
707,708.0,857.0,48,-1
708,709.0,766.0,32,-1
709,710.0,675.0,8,-1
710,711.0,583.0,32,-1
711,712.0,490.0,8,5
712,713.0,398.0,32,5
713,714.0,306.0,32,5
714,715.0,213.0,24,5
715,716.0,119.0,48,10
716,717.0,25.0,8,10
717,718.0,28.0,24,10
718,719.0,31.0,64,10
719,720.0,34.0,24,10
720,721.0,37.0,64,10
721,722.0,40.0,32,10
722,723.0,43.0,48,10
723,724.0,46.0,16,10
724,725.0,49.0,16,10
725,726.0,52.0,64,10
726,727.0,55.0,24,10
727,728.0,58.0,64,10
728,729.0,62.0,8,10
729,730.0,66.0,16,10
730,731.0,70.0,8,10
731,732.0,74.0,8,10
732,733.0,78.0,24,10
733,734.0,83.0,24,10
734,735.0,88.0,24,10
735,736.0,93.0,32,10
736,737.0,98.0,8,10
737,738.0,103.0,52,10
738,739.0,108.0,52,10
739,740.0,113.0,32,10
740,741.0,118.0,24,10
741,742.0,123.0,48,10
742,743.0,128.0,8,10
743,744.0,134.0,52,10
744,745.0,140.0,16,10
745,746.0,146.0,16,10
746,747.0,152.0,52,10
747,748.0,158.0,8,10
748,749.0,164.0,48,10
749,750.0,170.0,52,10
750,751.0,176.0,24,10
751,752.0,182.0,8,10
752,753.0,188.0,24,10
753,754.0,194.0,8,10
754,755.0,200.0,52,-10
755,756.0,206.0,8,5
756,757.0,212.0,48,5
757,758.0,218.0,32,5
758,759.0,224.0,8,5
759,760.0,230.0,8,5
760,761.0,182.0,64,10
761,762.0,135.0,52,10
762,763.0,90.0,16,10
763,764.0,59.0,8,10
764,765.0,31.0,48,10
765,766.0,35.0,8,10
766,767.0,15.0,16,10
767,768.0,11.0,16,10
768,769.0,7.0,8,10
769,770.0,8.0,24,10
770,771.0,11.0,8,10
771,772.0,14.0,52,10
772,773.0,17.0,8,10
773,774.0,20.0,32,10
774,775.0,24.0,24,10
775,776.0,28.0,64,10
776,777.0,32.0,52,10
777,778.0,37.0,32,10
778,779.0,43.0,8,10
779,780.0,49.0,16,10
780,781.0,56.0,52,10
781,782.0,63.0,24,10
782,783.0,70.0,16,10
783,784.0,78.0,52,10
784,785.0,86.0,16,10
785,786.0,94.0,8,10
786,787.0,102.0,52,10
787,788.0,110.0,8,10
788,789.0,118.0,24,10
789,790.0,126.0,8,10
790,791.0,134.0,64,10
791,792.0,142.0,48,10
792,793.0,150.0,52,10
793,794.0,158.0,48,10
794,795.0,166.0,32,10
795,796.0,175.0,16,10
796,797.0,184.0,16,10
797,798.0,193.0,24,10
798,799.0,202.0,32,5
799,800.0,213.0,24,5
800,801.0,224.0,48,5
801,802.0,235.0,64,5
802,803.0,246.0,8,5
803,804.0,258.0,52,5
804,805.0,270.0,16,5
805,806.0,282.0,16,5
806,807.0,294.0,52,5
807,808.0,307.0,16,5
808,809.0,320.0,52,5
809,810.0,333.0,16,5
810,811.0,346.0,52,5
811,812.0,359.0,48,5
812,813.0,372.0,24,5
813,814.0,303.0,64,5
814,815.0,257.0,64,5
815,816.0,218.0,52,5
816,817.0,182.0,24,10
817,818.0,147.0,16,10
818,819.0,111.0,24,10
819,820.0,75.0,52,10
820,821.0,40.0,32,10
821,822.0,19.0,64,10
822,823.0,20.0,48,10
823,824.0,0.0,16,10
824,825.0,0.0,48,10
825,826.0,0.0,52,10
826,827.0,0.0,16,10
827,828.0,0.0,52,10
828,829.0,0.0,64,10
829,830.0,0.0,52,10
830,831.0,0.0,16,10
831,832.0,0.0,8,10
832,833.0,0.0,16,10
833,834.0,0.0,24,10
834,835.0,0.0,52,10
835,836.0,0.0,64,10
836,837.0,0.0,48,10
837,838.0,0.0,32,10
838,839.0,0.0,52,10
839,840.0,0.0,48,10
840,841.0,0.0,8,10
841,842.0,0.0,32,10
842,843.0,0.0,32,10
843,844.0,0.0,8,10
844,845.0,0.0,48,10
845,846.0,0.0,64,10
846,847.0,0.0,24,10
847,848.0,0.0,8,10
848,849.0,0.0,32,10
849,850.0,0.0,52,10
850,851.0,0.0,24,10
851,852.0,0.0,8,10
852,853.0,0.0,8,10
853,854.0,0.0,64,10
854,855.0,0.0,48,10
855,856.0,0.0,64,10
856,857.0,0.0,52,10
857,858.0,0.0,64,10
858,859.0,0.0,8,10
859,860.0,0.0,48,10
860,861.0,0.0,48,10
861,862.0,0.0,48,10
862,863.0,0.0,16,10
863,864.0,0.0,16,10
864,865.0,0.0,64,10
865,866.0,0.0,8,10
866,867.0,0.0,48,10
867,868.0,0.0,64,10
868,869.0,0.0,16,10
869,870.0,0.0,8,10
870,871.0,0.0,48,10
871,872.0,0.0,64,10
872,873.0,0.0,8,10
873,874.0,0.0,16,10
874,875.0,0.0,64,10
875,876.0,0.0,64,10
876,877.0,0.0,24,10
877,878.0,0.0,24,10
878,879.0,0.0,8,10
879,880.0,0.0,64,10
880,881.0,0.0,64,10
881,882.0,0.0,64,10
882,883.0,0.0,48,10
883,884.0,0.0,48,10
884,885.0,0.0,48,10
885,886.0,0.0,16,10
886,887.0,0.0,16,10
887,888.0,0.0,8,10
888,889.0,0.0,24,10
889,890.0,0.0,16,10
890,891.0,0.0,32,10
891,892.0,0.0,32,10
892,893.0,0.0,64,10
893,894.0,1.0,8,10
894,895.0,2.0,24,10
895,896.0,3.0,64,10
896,897.0,4.0,16,10
897,898.0,5.0,52,10
898,899.0,6.0,24,10
899,900.0,7.0,16,10
900,901.0,8.0,64,10
901,902.0,9.0,16,10
902,903.0,10.0,24,10
903,904.0,11.0,24,10
904,905.0,12.0,8,10
905,906.0,13.0,16,10
906,907.0,14.0,64,10
907,908.0,15.0,8,10
908,909.0,16.0,16,10
909,910.0,17.0,52,10
910,911.0,18.0,32,10
911,912.0,19.0,32,10
912,913.0,20.0,24,10
913,914.0,21.0,24,10
914,915.0,22.0,48,10
915,916.0,23.0,52,10
916,917.0,24.0,16,10
917,918.0,25.0,32,10
918,919.0,26.0,52,10
919,920.0,27.0,52,10
920,921.0,28.0,52,10
921,922.0,0.0,16,10
922,923.0,0.0,52,10
923,924.0,0.0,52,10
924,925.0,0.0,64,10
925,926.0,0.0,32,10
926,927.0,0.0,24,10
927,928.0,0.0,32,10
928,929.0,0.0,8,10
929,930.0,0.0,48,10
930,931.0,0.0,64,10
931,932.0,0.0,8,10
932,933.0,0.0,52,10
933,934.0,0.0,24,10
934,935.0,0.0,48,10
935,936.0,0.0,52,10
936,937.0,0.0,8,10
937,938.0,0.0,32,10
938,939.0,0.0,8,10
939,940.0,0.0,8,10
940,941.0,0.0,32,10
941,942.0,0.0,52,10
942,943.0,0.0,64,10
943,944.0,0.0,16,10
944,945.0,0.0,32,10
945,946.0,0.0,8,10
946,947.0,0.0,8,10
947,948.0,0.0,48,10
948,949.0,0.0,16,10
949,950.0,0.0,64,10
950,951.0,0.0,24,10
951,952.0,0.0,16,10
952,953.0,0.0,48,10
953,954.0,0.0,48,10
954,955.0,0.0,8,10
955,956.0,0.0,8,10
956,957.0,0.0,32,10
957,958.0,0.0,52,10
958,959.0,0.0,32,10
959,960.0,0.0,32,10
960,961.0,0.0,48,10
961,962.0,0.0,24,10
962,963.0,0.0,64,10
963,964.0,0.0,8,10
964,965.0,0.0,52,10
965,966.0,0.0,52,10
966,967.0,0.0,32,10
967,968.0,0.0,32,10
968,969.0,0.0,8,10
969,970.0,0.0,52,10
970,971.0,0.0,24,10
971,972.0,0.0,32,10
972,973.0,0.0,48,10
973,974.0,0.0,52,10
974,975.0,0.0,8,10
975,976.0,0.0,48,10
976,977.0,0.0,32,10
977,978.0,0.0,24,10
978,979.0,0.0,8,10
979,980.0,0.0,64,10
980,981.0,0.0,48,10
981,982.0,0.0,24,10
982,983.0,0.0,32,10
983,984.0,0.0,16,10
984,985.0,0.0,16,10
985,986.0,0.0,16,10
